order_id,order_date,customer_id,product_id,quantity,requested_delivery_date,order_status,sales_owner,related_issue_id
ORD-00048,2026-01-08,CUS-003,AP-CB-510,2326,2026-01-31,Confirmed,이민재,ISS-2025-010
ORD-00049,2025-12-09,CUS-005,AP-CB-510,1111,2026-01-09,Confirmed,정하늘,
ORD-00050,2025-12-14,CUS-004,AP-RL-450,4263,2025-12-30,Confirmed,이민재,ISS-2025-012
ORD-00051,2025-10-23,CUS-005,AP-CB-510,4360,2025-11-03,Delayed,정하늘,ISS-2025-009
ORD-00052,2025-08-10,CUS-002,AP-RL-450,4931,2025-09-12,Confirmed,정하늘,
ORD-00053,2026-04-12,CUS-003,AP-SC-330,3625,2026-04-30,Confirmed,이민재,ISS-2025-011
ORD-00054,2026-04-12,CUS-005,AP-CB-510,3081,2026-05-09,Shipped,정하늘,ISS-2026-006
ORD-00055,2025-09-16,CUS-004,AP-RL-450,4106,2025-09-23,Confirmed,박서연,ISS-2025-007
ORD-00056,2026-02-10,CUS-003,AP-SC-330,1472,2026-03-05,Confirmed,이민재,ISS-2025-014
ORD-00057,2026-03-09,CUS-002,AP-CN-204,4995,2026-03-26,Closed,박서연,ISS-2026-008
ORD-00058,2025-09-01,CUS-003,AP-CB-510,2861,2025-09-26,Shipped,박서연,ISS-2025-010
ORD-00059,2025-11-12,CUS-003,AP-CB-510,2270,2025-11-20,Closed,이민재,ISS-2025-010
ORD-00060,2026-03-06,CUS-001,AP-WH-220,1893,2026-03-13,Shipped,이민재,ISS-2025-008
ORD-00061,2026-03-19,CUS-002,AP-CN-204,3513,2026-04-15,Closed,이민재,ISS-2026-008
ORD-00062,2025-06-05,CUS-003,AP-WH-220,5765,2025-07-20,Shipped,이민재,
ORD-00063,2025-11-01,CUS-005,AP-CB-510,774,2025-11-29,Confirmed,이민재,ISS-2026-006
ORD-00064,2025-08-25,CUS-003,AP-SC-330,1437,2025-09-12,Confirmed,이민재,ISS-2026-003
ORD-00065,2026-02-04,CUS-001,AP-TM-118,906,2026-03-15,Delayed,정하늘,ISS-2026-002
ORD-00066,2025-12-08,CUS-004,AP-RL-450,972,2025-12-15,Confirmed,박서연,ISS-2025-012
ORD-00067,2025-11-08,CUS-003,AP-SC-330,2465,2025-12-04,Confirmed,박서연,ISS-2025-014
ORD-00068,2025-07-06,CUS-002,AP-CN-204,245,2025-08-16,Closed,이민재,ISS-2025-006
ORD-00069,2025-09-08,CUS-003,AP-SC-330,2372,2025-10-01,Delayed,박서연,ISS-2026-003
ORD-00070,2025-06-29,CUS-003,AP-CB-510,648,2025-07-10,Shipped,이민재,ISS-2025-010
ORD-00071,2026-01-07,CUS-004,AP-RL-450,1679,2026-01-19,Closed,정하늘,ISS-2025-012
ORD-00072,2025-07-28,CUS-002,AP-CN-204,3737,2025-08-24,Shipped,이민재,ISS-2026-008
ORD-00073,2025-09-06,CUS-001,AP-WH-220,1202,2025-10-07,Closed,이민재,
ORD-00074,2025-08-14,CUS-005,AP-CB-510,3825,2025-08-28,Delayed,이민재,ISS-2026-006
ORD-00075,2025-12-27,CUS-003,AP-SC-330,1998,2026-01-25,Delayed,정하늘,ISS-2025-011
ORD-00076,2026-05-10,CUS-001,AP-WH-220,4396,2026-06-01,Delayed,박서연,ISS-2025-008
ORD-00077,2026-05-02,CUS-003,AP-SC-330,1479,2026-05-14,Confirmed,정하늘,ISS-2025-011
ORD-00078,2025-10-13,CUS-005,AP-CB-510,4724,2025-11-22,Closed,정하늘,ISS-2026-006
ORD-00079,2025-10-27,CUS-005,AP-CB-510,3945,2025-11-27,Delayed,정하늘,ISS-2025-009
ORD-00080,2025-11-22,CUS-001,AP-WH-220,4381,2025-12-22,Closed,이민재,ISS-2026-007
ORD-00081,2025-07-09,CUS-003,AP-SC-330,1516,2025-08-19,Closed,정하늘,ISS-2025-011
ORD-00082,2026-02-13,CUS-004,AP-SC-330,5087,2026-02-20,Closed,이민재,
ORD-00083,2026-04-24,CUS-001,AP-CN-204,3922,2026-05-21,Shipped,이민재,ISS-2026-005
ORD-00084,2025-06-03,CUS-002,AP-CN-204,4924,2025-06-12,Delayed,이민재,ISS-2025-006
ORD-00085,2025-11-09,CUS-002,AP-CN-204,5763,2025-11-16,Shipped,박서연,ISS-2025-006
ORD-00086,2026-01-09,CUS-003,AP-SC-330,4510,2026-02-06,Delayed,이민재,ISS-2025-014
ORD-00087,2025-11-10,CUS-001,AP-SC-330,1938,2025-12-13,Closed,정하늘,ISS-2026-007
ORD-00088,2025-11-24,CUS-001,AP-TM-118,4059,2025-12-02,Shipped,박서연,ISS-2025-013
ORD-00089,2025-08-13,CUS-003,AP-SC-330,3715,2025-08-29,Closed,박서연,ISS-2025-011
ORD-00090,2026-04-17,CUS-003,AP-CB-510,3701,2026-05-01,Confirmed,이민재,ISS-2025-010
ORD-00091,2025-12-12,CUS-001,AP-WH-220,1969,2025-12-20,Shipped,이민재,ISS-2025-008
ORD-00092,2025-08-18,CUS-001,AP-TM-118,605,2025-09-06,Confirmed,박서연,ISS-2026-002
ORD-00093,2026-03-16,CUS-003,AP-SC-330,4837,2026-04-17,Confirmed,정하늘,ISS-2025-011
ORD-00094,2025-06-10,CUS-005,AP-CB-510,923,2025-07-18,Closed,이민재,ISS-2026-006
ORD-00095,2025-10-31,CUS-001,AP-CN-204,2514,2025-11-30,Closed,박서연,
ORD-00096,2025-06-21,CUS-004,AP-RL-450,2578,2025-07-23,Confirmed,이민재,ISS-2025-007
ORD-00097,2026-04-25,CUS-005,AP-TM-118,5919,2026-05-08,Delayed,박서연,ISS-2026-001
ORD-00098,2025-08-01,CUS-001,AP-TM-118,3524,2025-09-07,Confirmed,박서연,
ORD-00099,2025-11-22,CUS-003,AP-TM-118,2041,2025-12-21,Shipped,박서연,ISS-2026-009
ORD-00100,2025-07-24,CUS-005,AP-CB-510,2190,2025-08-09,Confirmed,정하늘,ISS-2026-006
ORD-00101,2025-09-10,CUS-001,AP-CB-510,4531,2025-10-02,Delayed,박서연,ISS-2026-007
ORD-00102,2025-07-13,CUS-003,AP-WH-220,5387,2025-07-31,Delayed,정하늘,
ORD-00103,2025-10-13,CUS-002,AP-CN-204,5986,2025-11-08,Closed,정하늘,ISS-2026-004
ORD-00104,2026-04-26,CUS-003,AP-SC-330,5871,2026-05-16,Closed,박서연,ISS-2026-003
ORD-00105,2026-02-06,CUS-003,AP-SC-330,4272,2026-02-18,Confirmed,박서연,ISS-2025-014
ORD-00106,2026-05-16,CUS-001,AP-WH-220,5245,2026-06-01,Confirmed,정하늘,ISS-2025-008
ORD-00107,2025-09-20,CUS-003,AP-SC-330,1589,2025-10-23,Confirmed,정하늘,ISS-2025-011
ORD-00108,2025-08-18,CUS-003,AP-CB-510,2718,2025-09-30,Shipped,박서연,ISS-2025-010
ORD-00109,2026-02-28,CUS-004,AP-RL-450,1640,2026-03-24,Delayed,이민재,ISS-2025-007
ORD-00110,2025-08-26,CUS-001,AP-TM-118,5749,2025-09-26,Closed,박서연,ISS-2026-001
ORD-00111,2025-11-28,CUS-002,AP-CN-204,2916,2026-01-10,Delayed,박서연,ISS-2026-004
ORD-00112,2026-01-03,CUS-003,AP-SC-330,4620,2026-02-05,Shipped,박서연,ISS-2026-003
ORD-00113,2025-11-21,CUS-002,AP-CN-204,5912,2025-12-26,Closed,이민재,ISS-2026-008
ORD-00114,2026-02-28,CUS-001,AP-TM-118,5744,2026-03-14,Closed,정하늘,ISS-2026-001
ORD-00115,2026-02-12,CUS-003,AP-TM-118,804,2026-02-19,Closed,정하늘,
ORD-00116,2025-09-01,CUS-002,AP-CN-204,2235,2025-10-16,Shipped,이민재,ISS-2025-006
ORD-00117,2025-12-25,CUS-003,AP-CB-510,2943,2026-01-29,Closed,박서연,ISS-2025-010
ORD-00118,2025-09-11,CUS-004,AP-RL-450,4352,2025-09-26,Shipped,정하늘,ISS-2025-007
ORD-00119,2025-10-30,CUS-002,AP-CN-204,2419,2025-11-28,Confirmed,정하늘,ISS-2026-004
ORD-00120,2026-04-04,CUS-001,AP-CN-204,5553,2026-05-19,Delayed,박서연,ISS-2026-005
ORD-00121,2025-10-09,CUS-002,AP-CN-204,1366,2025-10-29,Delayed,이민재,ISS-2025-006
ORD-00122,2025-08-03,CUS-005,AP-WH-220,2163,2025-08-21,Delayed,정하늘,ISS-2026-009
ORD-00123,2026-05-26,CUS-005,AP-TM-118,5471,2026-06-01,Closed,이민재,ISS-2026-001
ORD-00124,2026-02-04,CUS-005,AP-CB-510,3801,2026-02-12,Shipped,정하늘,ISS-2025-009
ORD-00125,2025-06-09,CUS-005,AP-CB-510,5036,2025-07-14,Closed,정하늘,ISS-2025-009
ORD-00126,2025-10-01,CUS-003,AP-SC-330,513,2025-10-09,Closed,박서연,ISS-2026-003
ORD-00127,2025-09-13,CUS-005,AP-TM-118,1663,2025-10-22,Shipped,이민재,ISS-2026-009
ORD-00128,2026-05-18,CUS-002,AP-CN-204,3617,2026-06-01,Confirmed,박서연,ISS-2025-006
ORD-00129,2026-02-24,CUS-005,AP-CB-510,874,2026-03-21,Shipped,박서연,ISS-2025-009
ORD-00130,2026-04-10,CUS-002,AP-CN-204,1895,2026-04-30,Confirmed,정하늘,ISS-2025-006
ORD-00131,2026-05-02,CUS-004,AP-CB-510,2000,2026-05-15,issue_reported,정하늘,ISSUE-2026-009
ORD-MESSY-2026-010,2026-07-08,CUS-001,AP-WH-220,1150,2026-07-29,in_progress,박서연,ISSUE-2026-010
ORD-MESSY-2026-011,2026-08-04,CUS-002,AP-CB-510,1185,2026-08-22,in_progress,정하늘,ISSUE-2026-011
ORD-MESSY-2026-012,2026-09-01,CUS-004,AP-CN-204,1220,2026-09-26,in_progress,정하늘,ISSUE-2026-012
ORD-MESSY-2026-013,2026-10-24,CUS-005,AP-TM-118,1255,2026-11-05,closed,이민재,ISSUE-2026-013
ORD-MESSY-2026-014,2026-12-05,CUS-003,AP-RL-450,1290,2026-12-20,in_progress,이민재,ISSUE-2026-014
ORD-MESSY-2026-015,2026-11-18,CUS-004,AP-CB-510,1325,2026-12-28,in_progress,정하늘,ISSUE-2026-015
